Code;Subfamily;Tribe;Species;Sex;Abundance;Site;Strata;Trap;Date;Month;SU;CMR;OBS;Lep
U42757J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN3;Understory;Sub1;22/01/2017;January;J1;;próxima;
U42757J1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub1;22/01/2017;January;J1;162;;
U42757J1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub2;22/01/2017;January;J1;164;;
U42758J1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub1;23/01/2017;January;J1;165;;
U42758J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub1;23/01/2017;January;J1;166;;
U42758J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;23/01/2017;January;J1;167;;
U42758J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;23/01/2017;January;J1;168;;
U42758J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;23/01/2017;January;J1;169;;
U42758J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub4;23/01/2017;January;J1;170;;
U42758J1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;23/01/2017;January;J1;;Morta;
U42758J1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub5;23/01/2017;January;J1;171;;
U42758J1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;23/01/2017;January;J1;172;;
U42758J1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;23/01/2017;January;J1;173;;
U42758J1;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN5;Understory;Sub4;23/01/2017;January;J1;174;;
U42758J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN5;Understory;Sub5;23/01/2017;January;J1;176;;
U42758J1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN4;Understory;Sub2;23/01/2017;January;J1;;próxima;
U42759J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub1;24/01/2017;January;J1;182;;
U42759J1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub1;24/01/2017;January;J1;183;;
U42759J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;24/01/2017;January;J1;185;;
U42759J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub5;24/01/2017;January;J1;187;;
U42759J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub5;24/01/2017;January;J1;188;;
U42759J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub5;24/01/2017;January;J1;189;;
U42759J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN3;Understory;Sub5;24/01/2017;January;J1;;proxima;
U42760J1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;25/01/2017;January;J1;190;;
U42760J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN6;Understory;Sub3;25/01/2017;January;J1;;fugiu;
U42760J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN6;Understory;Sub3;25/01/2017;January;J1;;fugiu;
U42760J1;Satyrinae;Satyrini;Forsterinaria_quantius;;1;MN6;Understory;Sub3;25/01/2017;January;J1;;fugiu;
U42760J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;25/01/2017;January;J1;191;;
U42760J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;25/01/2017;January;J1;192;;
U42760J1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;25/01/2017;January;J1;193;;
U42760J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub5;25/01/2017;January;J1;195;;
U42760J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub5;25/01/2017;January;J1;196;;
U42760J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN4;Understory;Sub3;25/01/2017;January;J1;196;;
U42760J1;Satyrinae;Brassolini;Caligo_martia;;1;MN4;Understory;Sub5;25/01/2017;January;J1;;proxima;
U42761J1;Satyrinae;Brassolini;Caligo_martia;M;1;MN1;Understory;Sub4;26/01/2017;January;J1;197;;
U42761J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN1;Understory;Sub4;26/01/2017;January;J1;198;;
U42761J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN1;Understory;Sub5;26/01/2017;January;J1;199;;
U42761J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN1;Understory;Sub5;26/01/2017;January;J1;200;;
U42761J1;Charaxinae;Preponini;Archaeoprepona_amphimachus;M;1;MN2;Understory;Sub5;26/01/2017;January;J1;202;;
U42761J1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN3;Understory;Sub1;26/01/2017;January;J1;;proxima;
U42761J1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN3;Understory;Sub1;26/01/2017;January;J1;;proxima;
U42761J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub1;26/01/2017;January;J1;203;;
U42761J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;26/01/2017;January;J1;204;;
U42761J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;26/01/2017;January;J1;205;;
U42761J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;26/01/2017;January;J1;207;;
U42762J1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub1;27/01/2017;January;J1;208;;
U42762J1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub1;27/01/2017;January;J1;209;;
U42762J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub1;27/01/2017;January;J1;120;;
U42762J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub2;27/01/2017;January;J1;212;;
U42762J1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub2;27/01/2017;January;J1;211;;
U42762J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub2;27/01/2017;January;J1;213;;
U42762J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;27/01/2017;January;J1;214;;
U42762J1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;27/01/2017;January;J1;215;;
U42762J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub4;27/01/2017;January;J1;216;;
U42762J1;Satyrinae;Morphini;Morpho_portis;M;1;MN6;Understory;Sub5;27/01/2017;January;J1;;Coletada;351
U42762J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN5;Understory;Sub2;27/01/2017;January;J1;217;;
U42763J1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub2;28/01/2017;January;J1;220;;
U42763J1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub2;28/01/2017;January;J1;221;;
U42763J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;28/01/2017;January;J1;222;;
U42763J1;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN3;Understory;Sub3;28/01/2017;January;J1;223;;
U42763J1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub4;28/01/2017;January;J1;224;;
U42763J1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;28/01/2017;January;J1;225;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub1;18/02/2017;February;F1;226;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;18/02/2017;February;F1;227;;
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub2;18/02/2017;February;F1;227;;
U42784F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub2;18/02/2017;February;F1;228;;
U42784F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub2;18/02/2017;February;F1;229;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;18/02/2017;February;F1;230;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;18/02/2017;February;F1;231;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;18/02/2017;February;F1;232;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;18/02/2017;February;F1;233;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;18/02/2017;February;F1;234;;
U42784F1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub3;18/02/2017;February;F1;235;;
U42784F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;18/02/2017;February;F1;236;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;18/02/2017;February;F1;237;;
U42784F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;18/02/2017;February;F1;238;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;18/02/2017;February;F1;239;;
U42784F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;18/02/2017;February;F1;240;;
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;18/02/2017;February;F1;241;;
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub3;18/02/2017;February;F1;242;;
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub3;18/02/2017;February;F1;243;;
U42784F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub4;18/02/2017;February;F1;244;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;18/02/2017;February;F1;245;;
U42784F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub4;18/02/2017;February;F1;246;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;18/02/2017;February;F1;247;;
U42784F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub5;18/02/2017;February;F1;248;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;18/02/2017;February;F1;249;;
U42784F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;18/02/2017;February;F1;250;;
U42784F1;Satyrinae;Morphini;Morpho_epistrophus;;1;MN5;Understory;Sub1;18/02/2017;February;F1;;proxima;
U42784F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub1;18/02/2017;February;F1;;Coletada;414
U42784F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub1;18/02/2017;February;F1;;Coletada;413
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN5;Understory;Sub1;18/02/2017;February;F1;;proxima;
U42784F1;Satyrinae;Morphini;Morpho_epistrophus;;1;MN5;Understory;Sub2;18/02/2017;February;F1;;proxima;
U42784F1;Charaxinae;Preponini;Archaeoprepona_chalciope;;1;MN5;Understory;Sub4;18/02/2017;February;F1;;fugiu;
U42784F1;Charaxinae;Preponini;Archaeoprepona_chalciope;;1;MN5;Understory;Sub5;18/02/2017;February;F1;;fugiu;
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN4;Understory;Sub1;18/02/2017;February;F1;;base;
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub2;18/02/2017;February;F1;258;;
U42784F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub2;18/02/2017;February;F1;;Coletada;
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN4;Understory;Sub3;18/02/2017;February;F1;;base;
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub5;18/02/2017;February;F1;255;;
U42784F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN4;Understory;Sub5;18/02/2017;February;F1;;Coletada;418
U42784F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN4;Understory;Sub5;18/02/2017;February;F1;256;;
U42784F1;Satyrinae;Brassolini;Caligo_martia;M;1;MN4;Understory;Sub5;18/02/2017;February;F1;;Coletada;415
U42785F1;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN1;Understory;Sub2;19/02/2017;February;F1;258;;
U42785F1;Satyrinae;Morphini;Morpho_epistrophus;;1;MN2;Understory;Sub1;19/02/2017;February;F1;;proxima;
U42785F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN2;Understory;Sub5;19/02/2017;February;F1;261;;
U42785F1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN3;Understory;Sub1;19/02/2017;February;F1;262;;
U42785F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub1;19/02/2017;February;F1;263;;
U42785F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub1;19/02/2017;February;F1;264;;
U42785F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub1;19/02/2017;February;F1;265;;
U42785F1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub1;19/02/2017;February;F1;273;;
U42785F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN3;Understory;Sub1;19/02/2017;February;F1;274;;
U42785F1;Satyrinae;Morphini;Morpho_portis;F;1;MN3;Understory;Sub1;19/02/2017;February;F1;;Coletada;433
U42785F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN3;Understory;Sub2;19/02/2017;February;F1;268;;
U42785F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN3;Understory;Sub2;19/02/2017;February;F1;;proxima;
U42785F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub2;19/02/2017;February;F1;267;;
U42785F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub3;19/02/2017;February;F1;270;;
U42785F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;19/02/2017;February;F1;271;;
U42785F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN3;Understory;Sub4;19/02/2017;February;F1;;Coletada;425
U42785F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN3;Understory;Sub5;19/02/2017;February;F1;;proxima;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;20/02/2017;February;F1;275;;
U42786F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub1;20/02/2017;February;F1;276;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub1;20/02/2017;February;F1;277;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub1;20/02/2017;February;F1;278;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub1;20/02/2017;February;F1;279;;
U42786F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN6;Understory;Sub2;20/02/2017;February;F1;281;;
U42786F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub2;20/02/2017;February;F1;282;;
U42786F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub2;20/02/2017;February;F1;283;;
U42786F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub2;20/02/2017;February;F1;284;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;20/02/2017;February;F1;285;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub2;20/02/2017;February;F1;286;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub2;20/02/2017;February;F1;287;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;20/02/2017;February;F1;288;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub2;20/02/2017;February;F1;;Morta;
U42786F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub3;20/02/2017;February;F1;289;;
U42786F1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub3;20/02/2017;February;F1;290;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub3;20/02/2017;February;F1;291;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;20/02/2017;February;F1;;Morta;
U42786F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;20/02/2017;February;F1;292;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;20/02/2017;February;F1;293;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub3;20/02/2017;February;F1;294;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub3;20/02/2017;February;F1;295;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN6;Understory;Sub3;20/02/2017;February;F1;296;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub3;20/02/2017;February;F1;298;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub3;20/02/2017;February;F1;297;;
U42786F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub4;20/02/2017;February;F1;299;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;20/02/2017;February;F1;300;;
U42786F1;Satyrinae;Morphini;Morpho_portis;F;1;MN6;Understory;Sub5;20/02/2017;February;F1;;Coletada;383
U42786F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub5;20/02/2017;February;F1;302;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub5;20/02/2017;February;F1;303;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;20/02/2017;February;F1;304;;
U42786F1;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN5;Understory;Sub1;20/02/2017;February;F1;305;;
U42786F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub1;20/02/2017;February;F1;306;;
U42786F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN5;Understory;Sub2;20/02/2017;February;F1;307;;
U42786F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub2;20/02/2017;February;F1;308;;
U42786F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN5;Understory;Sub3;20/02/2017;February;F1;309;;
U42786F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN5;Understory;Sub3;20/02/2017;February;F1;310;;
U42786F1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN5;Understory;Sub4;20/02/2017;February;F1;311;;
U42786F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub4;20/02/2017;February;F1;312;;
U42786F1;Satyrinae;Brassolini;Eryphanis_reevesii;;1;MN5;Understory;Sub4;20/02/2017;February;F1;;proxima;
U42786F1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN5;Understory;Sub4;20/02/2017;February;F1;315;;
U42786F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN5;Understory;Sub5;20/02/2017;February;F1;314;;
U42786F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub1;20/02/2017;February;F1;315;;
U42786F1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN4;Understory;Sub2;20/02/2017;February;F1;316;;
U42786F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN4;Understory;Sub3;20/02/2017;February;F1;318;;
U42786F1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN4;Understory;Sub3;20/02/2017;February;F1;317;;
U42786F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN4;Understory;Sub5;20/02/2017;February;F1;319;;
U42787F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN1;Understory;Sub2;21/02/2017;February;F1;;proxima;
U42787F1;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN2;Understory;Sub2;21/02/2017;February;F1;324;;
U42787F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN2;Understory;Sub2;21/02/2017;February;F1;325;;
U42787F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN2;Understory;Sub4;21/02/2017;February;F1;326;;
U42787F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub1;21/02/2017;February;F1;327;;
U42787F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub1;21/02/2017;February;F1;328;;
U42787F1;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN3;Understory;Sub1;21/02/2017;February;F1;329;;
U42787F1;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN3;Understory;Sub1;21/02/2017;February;F1;330;;
U42787F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub3;21/02/2017;February;F1;332;;
U42787F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN3;Understory;Sub3;21/02/2017;February;F1;333;;
U42787F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN3;Understory;Sub3;21/02/2017;February;F1;334;;
U42787F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub3;21/02/2017;February;F1;335;;
U42787F1;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN3;Understory;Sub3;21/02/2017;February;F1;;proxima;
U42787F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN3;Understory;Sub5;21/02/2017;February;F1;338;;
U42787F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN3;Understory;Sub5;21/02/2017;February;F1;342;;
U42787F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN3;Understory;Sub5;21/02/2017;February;F1;343;;
U42787F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN3;Understory;Sub5;21/02/2017;February;F1;339;;
U42787F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN3;Understory;Sub5;21/02/2017;February;F1;340;;
U42787F1;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN3;Understory;Sub5;21/02/2017;February;F1;341;;
U42788F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub1;22/02/2017;February;F1;345;;
U42788F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub1;22/02/2017;February;F1;346;;
U42788F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub1;22/02/2017;February;F1;347;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub2;22/02/2017;February;F1;349;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;22/02/2017;February;F1;350;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;22/02/2017;February;F1;351;;
U42788F1;Satyrinae;Morphini;Morpho_portis;F;1;MN6;Understory;Sub3;22/02/2017;February;F1;;Coletada;369
U42788F1;Satyrinae;Satyrini;Forsterinaria_necys;;1;MN6;Understory;Sub3;22/02/2017;February;F1;352;;
U42788F1;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub4;22/02/2017;February;F1;353;;
U42788F1;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub4;22/02/2017;February;F1;355;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;22/02/2017;February;F1;354;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;22/02/2017;February;F1;356;;
U42788F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub4;22/02/2017;February;F1;357;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;22/02/2017;February;F1;358;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;22/02/2017;February;F1;360;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;22/02/2017;February;F1;361;;
U42788F1;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub4;22/02/2017;February;F1;359;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub5;22/02/2017;February;F1;362;;
U42788F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub5;22/02/2017;February;F1;363;;
U42788F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN6;Understory;Sub5;22/02/2017;February;F1;;fugiu;
U42788F1;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub5;22/02/2017;February;F1;364;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;22/02/2017;February;F1;365;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub5;22/02/2017;February;F1;366;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub5;22/02/2017;February;F1;367;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub5;22/02/2017;February;F1;368;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub5;22/02/2017;February;F1;369;;
U42788F1;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub5;22/02/2017;February;F1;370;;
U42788F1;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN5;Understory;Sub1;22/02/2017;February;F1;371;;
U42788F1;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN5;Understory;Sub1;22/02/2017;February;F1;372;;
U42788F1;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN5;Understory;Sub2;22/02/2017;February;F1;373;;
U42788F1;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN5;Understory;Sub3;22/02/2017;February;F1;375;;
