Code;Subfamily;Tribe;Species;Sex;Abundance;Site;Strata;Trap;Date;Month;SU;CMR;OBS;Lep
U43026O2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub1;18/10/2017;October;O2;;Morta;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub1;18/10/2017;October;O2;;Morta;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;;1;MN3;Understory;Sub1;18/10/2017;October;O2;;Morta;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub1;18/10/2017;October;O2;;Morta;
U43026O2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub2;18/10/2017;October;O2;199;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub2;18/10/2017;October;O2;200;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN3;Understory;Sub2;18/10/2017;October;O2;;Morta;
U43026O2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub2;18/10/2017;October;O2;;Morta;
U43026O2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;18/10/2017;October;O2;202;;
U43026O2;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN3;Understory;Sub4;18/10/2017;October;O2;203;;
U43026O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub5;18/10/2017;October;O2;205;;
U43027O2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;19/10/2017;October;O2;233;;
U43027O2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub1;19/10/2017;October;O2;;Morta;
U43027O2;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN6;Understory;Sub2;19/10/2017;October;O2;234;;
U43027O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN6;Understory;Sub2;19/10/2017;October;O2;;Morta;
U43027O2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;19/10/2017;October;O2;235;;
U43027O2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub5;19/10/2017;October;O2;;Morta;
U43027O2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN5;Understory;Sub2;19/10/2017;October;O2;*10;;
U43027O2;Charaxinae;Preponini;Archaeoprepona_amphimachus;F;1;MN5;Understory;Sub3;19/10/2017;October;O2;*11;;
U43028O2;Charaxinae;Preponini;Archaeoprepona_chalciope;M;1;MN1;Understory;Sub4;20/10/2017;October;O2;238;;
U43028O2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub1;20/10/2017;October;O2;247;;
U43028O2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;20/10/2017;October;O2;248;;
U43028O2;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN3;Understory;Sub4;20/10/2017;October;O2;249;;
U43060N2;Satyrinae;Satyrini;Paryphthimoides_grimon;M;1;MN1;Understory;Sub1;21/11/2017;November;N2;;Morta;
U43060N2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN1;Understory;Sub2;21/11/2017;November;N2;263;;
U43060N2;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN3;Understory;Sub3;21/11/2017;November;N2;;Coletada;
U43061N2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub3;22/11/2017;November;N2;268;;
U43061N2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;22/11/2017;November;N2;269;;
U43061N2;Satyrinae;Satyrini;Forsterinaria_necys;M;1;MN6;Understory;Sub5;22/11/2017;November;N2;;Morta;
U43062N2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub1;23/11/2017;November;N2;;Coletada;
U43063N2;Satyrinae;Satyrini;Forsterinaria_necys;;1;MN6;Understory;Sub2;24/11/2017;November;N2;;Coletada;
U43064N2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub2;25/11/2017;November;N2;283;;
U43064N2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN2;Understory;Sub1;25/11/2017;November;N2;286;;
U43064N2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Understory;Sub1;25/11/2017;November;N2;287;;
U43064N2;Satyrinae;Satyrini;Praepedaliodes_phanias;;1;MN2;Understory;Sub2;25/11/2017;November;N2;;Fugiu;
U43064N2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub1;25/11/2017;November;N2;293;;
U43064N2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub2;25/11/2017;November;N2;294;;
U43064N2;Biblidinae;Epiphilini;Epiphile_hubneri;F;1;MN3;Understory;Sub4;25/11/2017;November;N2;295;;
U43064N2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub4;25/11/2017;November;N2;296;;
U43065N2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub3;26/11/2017;November;N2;13*;;
U43065N2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN5;Understory;Sub4;26/11/2017;November;N2;15*;;
U43065N2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN4;Understory;Sub5;26/11/2017;November;N2;17*;;
U43066N2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN1;Understory;Sub3;27/11/2017;November;N2;20*;;
U43084D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub5;15/12/2017;December;D2;291;;
U43084D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub3;15/12/2017;December;D2;292;;
U43084D2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Understory;Sub3;15/12/2017;December;D2;;Morta;
U43084D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub1;15/12/2017;December;D2;305;;
U43084D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub2;15/12/2017;December;D2;306;;
U43085D2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;16/12/2017;December;D2;308;;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub2;16/12/2017;December;D2;309;;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub2;16/12/2017;December;D2;311;;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub2;16/12/2017;December;D2;312;;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub3;16/12/2017;December;D2;313;;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub4;16/12/2017;December;D2;314;;
U43085D2;Biblidinae;Callicorini;Diaethria_candrena;F;1;MN6;Understory;Sub5;16/12/2017;December;D2;315;;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN5;Understory;Sub1;16/12/2017;December;D2;320;;
U43085D2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN5;Understory;Sub3;16/12/2017;December;D2;322;;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN5;Understory;Sub3;16/12/2017;December;D2;323;;
U43085D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN5;Understory;Sub4;16/12/2017;December;D2;*;;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN5;Understory;Sub5;16/12/2017;December;D2;326;;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN4;Understory;Sub4;16/12/2017;December;D2;;Na base;
U43085D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN4;Understory;Sub4;16/12/2017;December;D2;330;;
U43086D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub4;17/12/2017;December;D2;332;;
U43086D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub1;17/12/2017;December;D2;357;;
U43086D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub1;17/12/2017;December;D2;358;;
U43086D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub2;17/12/2017;December;D2;359;;
U43086D2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub2;17/12/2017;December;D2;360;;
U43086D2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;17/12/2017;December;D2;361;;
U43086D2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;17/12/2017;December;D2;362;;
U43086D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub4;17/12/2017;December;D2;363;;
U43086D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub5;17/12/2017;December;D2;364;;
U43086D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub5;17/12/2017;December;D2;365;;
U43086D2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub5;17/12/2017;December;D2;366;;
U43086D2;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN3;Understory;Sub5;17/12/2017;December;D2;367;;
U43087D2;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN6;Understory;Sub2;18/12/2017;December;D2;;Coletada;
U43087D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub3;18/12/2017;December;D2;368;;
U43087D2;Satyrinae;Satyrini;Forsterinaria_quantius;;1;MN6;Understory;Sub5;18/12/2017;December;D2;;Coletada;
U43087D2;Satyrinae;Morphini;Morpho_aega;M;1;MN6;Understory;Sub5;18/12/2017;December;D2;369;;
U43087D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;18/12/2017;December;D2;369;;
U43087D2;Biblidinae;Epiphilini;Epiphile_hubneri;M;1;MN5;Understory;Sub2;18/12/2017;December;D2;374;;
U43087D2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN5;Understory;Sub4;18/12/2017;December;D2;376;;
U43087D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN5;Understory;Sub5;18/12/2017;December;D2;375;;
U43087D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN4;Understory;Sub1;18/12/2017;December;D2;377;;
U43087D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN4;Understory;Sub2;18/12/2017;December;D2;378;;
U43088D2;Charaxinae;Preponini;Archaeoprepona_amphimachus;;1;MN1;Understory;Sub1;19/12/2017;December;D2;;Fugiu;
U43088D2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN1;Understory;Sub3;19/12/2017;December;D2;391;;
U43088D2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN1;Understory;Sub5;19/12/2017;December;D2;392;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub1;20/12/2017;December;D2;405;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub1;20/12/2017;December;D2;406;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub1;20/12/2017;December;D2;407;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub2;20/12/2017;December;D2;409;;
U43089D2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;20/12/2017;December;D2;410;;
U43089D2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub4;20/12/2017;December;D2;411;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub4;20/12/2017;December;D2;412;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;20/12/2017;December;D2;413;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;20/12/2017;December;D2;414;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN5;Understory;Sub1;20/12/2017;December;D2;417;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN5;Understory;Sub5;20/12/2017;December;D2;418;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN4;Understory;Sub5;20/12/2017;December;D2;420;;
U43089D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN4;Understory;Sub3;20/12/2017;December;D2;421;;
U43090D2;Satyrinae;Brassolini;Caligo_martia;;1;MN2;Understory;Sub2;21/12/2017;December;D2;;Próxima;
U43090D2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;21/12/2017;December;D2;441;;
U43090D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub4;21/12/2017;December;D2;442;;
U43090D2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub5;21/12/2017;December;D2;443;;
U43090D2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN3;Understory;Sub5;21/12/2017;December;D2;444;;
U43091D2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub1;22/12/2017;December;D2;445;;
U43091D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub1;22/12/2017;December;D2;446;;
U43091D2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub1;22/12/2017;December;D2;447;;
U43091D2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;22/12/2017;December;D2;448;;
U43091D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub2;22/12/2017;December;D2;449;;
U43091D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub2;22/12/2017;December;D2;450;;
U43091D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub4;22/12/2017;December;D2;451;;
U43091D2;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN6;Understory;Sub4;22/12/2017;December;D2;452;;
U43091D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub4;22/12/2017;December;D2;453;;
U43091D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;22/12/2017;December;D2;454;;
U43091D2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN6;Understory;Sub5;22/12/2017;December;D2;456;;
U43091D2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN5;Understory;Sub5;22/12/2017;December;D2;460;;
U43091D2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN5;Understory;Sub5;22/12/2017;December;D2;461;;
U43091D2;Satyrinae;Satyrini;Forsterinaria_necys;F;1;MN5;Understory;Sub2;22/12/2017;December;D2;461;;
U43091D2;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN4;Understory;Sub1;22/12/2017;December;D2;;Próxima;
U43091D2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub4;22/12/2017;December;D2;462;;
U43110J2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub1;10/01/2018;January;J2;473;;
U43110J2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub2;10/01/2018;January;J2;474;;
U43110J2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub4;10/01/2018;January;J2;475;;
U43110J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub5;10/01/2018;January;J2;;Coletada;
U43110J2;Satyrinae;Satyrini;Carminda_paeon;F;1;MN5;Understory;Sub5;10/01/2018;January;J2;476;;
U43111J2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN1;Understory;Sub2;11/01/2018;January;J2;477;;
U43111J2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN2;Understory;Sub2;11/01/2018;January;J2;480;;
U43111J2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub2;11/01/2018;January;J2;481;;
U43111J2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;11/01/2018;January;J2;482;;
U43111J2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub1;11/01/2018;January;J2;482;;
U43112J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub2;12/01/2018;January;J2;483;;
U43112J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;12/01/2018;January;J2;484;;
U43112J2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub3;12/01/2018;January;J2;485;;
U43112J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub3;12/01/2018;January;J2;486;;
U43112J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub3;12/01/2018;January;J2;487;;
U43112J2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub3;12/01/2018;January;J2;488;;
U43112J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub4;12/01/2018;January;J2;489;;
U43112J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub4;12/01/2018;January;J2;491;;
U43112J2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub4;12/01/2018;January;J2;490;;
U43112J2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub4;12/01/2018;January;J2;492;;
U43112J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub5;12/01/2018;January;J2;493;;
U43113J2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN1;Understory;Sub5;13/01/2018;January;J2;498;;
U43113J2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;13/01/2018;January;J2;501;;
U43114J2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub1;14/01/2018;January;J2;504;;
U43114J2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub1;14/01/2018;January;J2;505;;
U43114J2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub1;14/01/2018;January;J2;506;;
U43114J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub2;14/01/2018;January;J2;507;;
U43114J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;;1;MN6;Understory;Sub3;14/01/2018;January;J2;;Fugiu;
U43114J2;Satyrinae;Satyrini;Forsterinaria_necys;;1;MN6;Understory;Sub3;14/01/2018;January;J2;;Na base;
U43114J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;14/01/2018;January;J2;508;;
U43114J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN6;Understory;Sub3;14/01/2018;January;J2;509;;
U43114J2;Satyrinae;Brassolini;Opoptera_fruhstorferi;M;1;MN6;Understory;Sub3;14/01/2018;January;J2;510;;
U43114J2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN6;Understory;Sub4;14/01/2018;January;J2;511;;
U43114J2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub5;14/01/2018;January;J2;512;;
U43114J2;Charaxinae;Preponini;Archaeoprepona_demophon;F;1;MN5;Understory;Sub1;14/01/2018;January;J2;517;;
U43115J2;Charaxinae;Preponini;Archaeoprepona_chalciope;F;1;MN2;Understory;Sub3;15/01/2018;January;J2;521;;
U43115J2;Charaxinae;Anaeini;Memphis_moruus;;1;MN2;Understory;Sub4;15/01/2018;January;J2;;Coletada;
U43115J2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub2;15/01/2018;January;J2;34;;
U43148F2;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN4;Understory;Sub2;17/02/2018;February;F2;525;;
U43148F2;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN4;Understory;Sub4;17/02/2018;February;F2;526;;
U43149F2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;18/02/2018;February;F2;524;;
U43149F2;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN3;Understory;Sub1;18/02/2018;February;F2;540;;
U43149F2;Satyrinae;Morphini;Morpho_epistrophus;F;1;MN3;Understory;Sub3;18/02/2018;February;F2;541;;
U43150F2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN6;Understory;Sub2;19/02/2018;February;F2;545;;
U43150F2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub3;19/02/2018;February;F2;;Morta;
U43150F2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN4;Understory;Sub1;19/02/2018;February;F2;546;;
U43150F2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN4;Understory;Sub2;19/02/2018;February;F2;547;;
U43150F2;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub4;19/02/2018;February;F2;548;;
U43150F2;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub4;19/02/2018;February;F2;549;;
U43150F2;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub5;19/02/2018;February;F2;550;;
U43151F2;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN1;Understory;Sub4;20/02/2018;February;F2;565;;
U43151F2;Satyrinae;Satyrini;Taygetis_ypthima;;1;MN3;Understory;Sub1;20/02/2018;February;F2;;Próxima;
U43151F2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN3;Understory;Sub2;20/02/2018;February;F2;66;;
U43151F2;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN3;Understory;Sub3;20/02/2018;February;F2;67;;
U43151F2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;20/02/2018;February;F2;68;;
U43151F2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;20/02/2018;February;F2;69;;
U43151F2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;20/02/2018;February;F2;70;;
U43176M2;Satyrinae;Brassolini;Eryphanis_reevesii;F;1;MN6;Understory;Sub2;17/03/2018;March;M2;;;
U43176M2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub2;17/03/2018;March;M2;104;;
U43176M2;Satyrinae;Satyrini;Forsterinaria_quantius;F;1;MN6;Understory;Sub5;17/03/2018;March;M2;105;;
U43176M2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub5;17/03/2018;March;M2;106;;
U43178M2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN6;Understory;Sub4;19/03/2018;March;M2;115;;
U43175M2;Satyrinae;Satyrini;Taygetis_ypthima;M;1;MN3;Understory;Sub3;16/03/2018;March;M2;580;;
U43175M2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub2;16/03/2018;March;M2;581;;
U43177M2;Satyrinae;Satyrini;Carminda_griseldis;F;1;MN2;Understory;Sub3;18/03/2018;March;M2;;Fugiu;
U43177M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN2;Understory;Sub3;18/03/2018;March;M2;;Morta;
U43177M2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub1;18/03/2018;March;M2;605;;
U43177M2;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN3;Understory;Sub2;18/03/2018;March;M2;606;;
U43177M2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN3;Understory;Sub3;18/03/2018;March;M2;607;;
U43177M2;Satyrinae;Brassolini;Opoptera_fruhstorferi;F;1;MN3;Understory;Sub3;18/03/2018;March;M2;608;;
U43177M2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN3;Understory;Sub5;18/03/2018;March;M2;609;;
U43178M2;Satyrinae;Satyrini;Carminda_paeon;;1;MN5;Understory;Sub1;19/03/2018;March;M2;;só asas;
U43178M2;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN5;Understory;Sub2;19/03/2018;March;M2;631;;
U43178M2;Satyrinae;Brassolini;Eryphanis_reevesii;M;1;MN5;Understory;Sub4;19/03/2018;March;M2;632;;
U43178M2;Satyrinae;Satyrini;Carminda_paeon;M;1;MN5;Understory;Sub4;19/03/2018;March;M2;;Morta;
U43178M2;Satyrinae;Satyrini;Taygetis_ypthima;F;1;MN4;Understory;Sub1;19/03/2018;March;M2;633;;
U43178M2;Satyrinae;Morphini;Morpho_epistrophus;M;1;MN4;Understory;Sub4;19/03/2018;March;M2;635;;
U43179M2;Satyrinae;Satyrini;Forsterinaria_quantius;M;1;MN3;Understory;Sub1;20/03/2018;March;M2;;;
U43179M2;Satyrinae;Satyrini;Forsterinaria_pronophila;F;1;MN1;Understory;Sub1;20/03/2018;March;M2;;;
U43179M2;Charaxinae;Preponini;Archaeoprepona_demophon;F;1;MN1;Understory;Sub5;20/03/2018;March;M2;;;
